Key,Description,MSRP,Wholesale,Cost
CXF15-S-RPK3E-P,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  With installed RPK3E Remote Ready S...",1022.00,511.00,526.33
CXF15-S-SPK3E-N,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  With installed Manual Safety Pilot ...",819.00,409.50,421.79
CXF15-S-SPK3E-P,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  With installed Manual Safety Pilot ...",819.00,409.50,421.79
CXF15-S-VEI-N,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  Natural Gas.  Variable Remote Elect...",1857.00,928.50,956.36
CXF15-S-VEI-P,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  Propane.  Variable Remote Electroni...",1857.00,928.50,956.36
CXF15-S-VMV-N,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  Remote Ready/Switch Millivolt Stand...",1472.00,736.00,758.08
CXF15-S-VMV-P,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  Remote Ready/Switch Millivolt Stand...",1472.00,736.00,758.08
CXF15-S-VSP-N,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  Natural Gas. Manual Safety Pilot Co...",1236.00,618.00,636.54
CXF15-S-VSP-P,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  Propane.  Manual Safety Pilot Contr...",1236.00,618.00,636.54
CXF18-S-N,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  Match Lighted/Control Ready.  Natur...",616.00,308.00,317.24
CXF18-S-P,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  Control Ready.  Propane. 21"" Front ...",616.00,308.00,317.24
CXF18-S-RMC1E-N,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  With installed RMC1E Variable Flame...",1227.00,613.50,631.91
CXF18-S-RMC1E-P,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  With installed RMC1E Variable Flame...",1227.00,613.50,631.91
CXF18-S-RPK3-N,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  With installed RPK3 Remote Ready/Sw...",1119.00,559.50,576.29
CXF18-S-RPK3-P,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  With installed RPK3 Remote Ready/Sw...",1119.00,559.50,576.29
CXF18-S-RPK3E-N,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  With installed RPK3E Remote Ready S...",1081.00,540.50,556.72
CXF18-S-RPK3E-P,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  With installed RPK3E Remote Ready S...",1081.00,540.50,556.72
CXF18-S-SPK1-N,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  With installed Manual Safety Pilot ...",878.00,439.00,452.17
CXF18-S-SPK1-P,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  With installed Manual Safety Pilot ...",878.00,439.00,452.17
CXF18-S-SPK3E-N,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  With installed Manual Safety Pilot ...",878.00,439.00,452.17
CXF18-S-SPK3E-P,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  With installed Manual Safety Pilot ...",878.00,439.00,452.17
CXF18-S-VEI-N,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  Natural Gas.  Variable Remote Elect...",1937.00,968.50,997.56
CXF18-S-VEI-P,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  Propane.  Variable Remote Electroni...",1937.00,968.50,997.56
CXF18-S-VMV-N,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  Remote Ready/Switch Millivolt Stand...",1557.00,778.50,801.86
CXF18-S-VMV-P,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  Remote Ready/Switch Millivolt Stand...",1557.00,778.50,801.86
CXF18-S-VSP-N,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  Natural Gas. Manual Safety Pilot Co...",1317.00,658.50,678.26
CXF18-S-VSP-P,"Custom Embers Pan Burner kit for 18"" sets; Stainless Steel.  Propane.  Manual Safety Pilot Contr...",1317.00,658.50,678.26
CXF21-S-N,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Stainless Steel.  Match Lighted/Control Ready...",632.00,316.00,325.48
CXF21-S-P,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Stainless Steel.  Control Ready.  Propane. 24...",632.00,316.00,325.48
CXF21-S-RMC1E-N,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Stainless Steel.  With installed RMC1E Variab...",1244.00,622.00,640.66
CXF21-S-RMC1E-P,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Stainless Steel.  With installed RMC1E Variab...",1244.00,622.00,640.66
CXF21-S-RPK3-N,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Stainless Steel.  With installed RPK3 Remote ...",1135.00,567.50,584.53
CXF21-S-RPK3-P,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Stainless Steel.  With installed RPK3 Remote ...",1135.00,567.50,584.53
CXF21-S-RPK3E-N,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Stainless Steel.  With installed RPK3E Remote...",1097.00,548.50,564.96
CXF21-S-RPK3E-P,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Stainless Steel.  With installed RPK3E Remote...",1097.00,548.50,564.96
CXF21-S-SPK3E-N,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Stainless Steel.  With installed Manual Safet...",894.00,447.00,460.41
CXF21-S-SPK3E-P,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Stainless Steel.  With installed Manual Safet...",894.00,447.00,460.41
CXF21-S-VEI-N,"Custom Embers Pan Burner kit for 21"" sets; Stainless Steel.  Natural Gas.  Variable Remote Elect...",2001.00,1000.50,1030.52
CXF21-S-VEI-P,"Custom Embers Pan Burner kit for 21"" sets; Stainless Steel.  Propane.  Variable Remote Electroni...",2001.00,1000.50,1030.52
CXF21-S-VMV-N,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Stainless Steel.  Remote Ready/Switch Millivo...",1622.00,811.00,835.33
CXF21-S-VMV-P,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Stainless Steel.  Remote Ready/Switch Millivo...",1622.00,811.00,835.33
CXF21-S-VSP-N,"Custom Embers Pan Burner kit for 21"" sets; Stainless Steel.  Natural Gas. Manual Safety Pilot Co...",1386.00,693.00,713.79
CXF21-S-VSP-P,"Custom Embers Pan Burner kit for 21"" sets; Stainless Steel.  Propane.  Manual Safety Pilot Contr...",1386.00,693.00,713.79
CXF24-S-N,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  Match Lighted/Control Ready.  Natur...",664.00,332.00,341.96
CXF24-S-P,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  Control Ready.  Propane. 27"" Front ...",664.00,332.00,341.96
CXF24-S-RMC1E-N,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  With installed RMC1E Variable Flame...",1272.00,636.00,655.08
CXF24-S-RMC1E-P,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  With installed RMC1E Variable Flame...",1272.00,636.00,655.08
CXF24-S-RPK3-N,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  With installed RPK3 Remote Ready/Sw...",1167.00,583.50,601.01
CXF24-S-RPK3-P,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  With installed RPK3 Remote Ready/Sw...",1167.00,583.50,601.01
CXF24-S-RPK3E-N,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  With installed RPK3E Remote Ready S...",1129.00,564.50,581.44
CXF24-S-RPK3E-P,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  With installed RPK3E Remote Ready S...",1129.00,564.50,581.44
CXF24-S-SPK3E-N,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  With installed Manual Safety Pilot ...",926.00,463.00,476.89
CXF24-S-SPK3E-P,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  With installed Manual Safety Pilot ...",926.00,463.00,476.89
CXF24-S-VEI-N,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  Natural Gas.  Variable Remote Elect...",2071.00,1035.50,1066.57
CXF24-S-VEI-P,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  Propane.  Variable Remote Electroni...",2071.00,1035.50,1066.57
CXF24-S-VMV-N,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  Remote Ready/Switch Millivolt Stand...",1691.00,845.50,870.87
CXF24-S-VMV-P,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  Remote Ready/Switch Millivolt Stand...",1691.00,845.50,870.87
CXF24-S-VSP-N,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  Natural Gas.  Manual Safety Pilot C...",1456.00,728.00,749.84
CXF24-S-VSP-P,"Custom Embers Pan Burner kit for 24"" sets; Stainless Steel.  Propane.  Manual Safety Pilot Contr...",1456.00,728.00,749.84
CXF30-S-N,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  Match Lighted/Control Ready.  Natur...",766.00,383.00,394.49
CXF30-S-P,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  Control Ready.  Propane. 33"" Front ...",766.00,383.00,394.49
CXF30-S-RMC1E-N,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  With installed RMC1E Variable Flame...",1367.00,683.50,704.01
CXF30-S-RMC1E-P,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  With installed RMC1E Variable Flame...",1367.00,683.50,704.01
CXF30-S-RPK3-N,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  With installed RPK3 Remote Ready/Sw...",1268.00,634.00,653.02
CXF30-S-RPK3-P,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  With installed RPK3 Remote Ready/Sw...",1268.00,634.00,653.02
CXF30-S-RPK3E-N,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  With installed RPK3E Remote Ready S...",1231.00,615.50,633.97
CXF30-S-RPK3E-P,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  With installed RPK3E Remote Ready S...",1231.00,615.50,633.97
CXF30-S-SPK3E-N,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  With installed Manual Safety Pilot ...",1028.00,514.00,529.42
CXF30-S-SPK3E-P,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  With installed Manual Safety Pilot ...",1028.00,514.00,529.42
CXF30-S-VEI-N,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  Natural Gas.  Variable Remote Elect...",2274.00,1137.00,1171.11
CXF30-S-VEI-P,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  Propane.  Variable Remote Electroni...",2274.00,1137.00,1171.11
CXF30-S-VMV-N,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  Remote Ready/Switch Millivolt Stand...",1894.00,947.00,975.41
CXF30-S-VMV-P,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  Remote Ready/Switch Millivolt Stand...",1894.00,947.00,975.41
CXF30-S-VSP-N,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  Natural Gas.  Manual Safety Pilot C...",1654.00,827.00,851.81
CXF30-S-VSP-P,"Custom Embers Pan Burner kit for 30"" sets; Stainless Steel.  Propane.  Manual Safety Pilot Contr...",1654.00,827.00,851.81
CXF36-S-N,"Custom Embers Pan Burner kit for 36"" sets; Stainless Steel.  Match Lighted/Control Ready.  Natur...",1033.00,516.50,532.00
CXF36-S-P,"Custom Embers Pan Burner kit for 36"" sets; Stainless Steel.  Control Ready.  Propane. 39"" Front ...",1033.00,516.50,532.00
CXF36-S-RPK1-N,"Custom Embers Pan Burner kit for 36"" sets; Stainless Steel.  With installed RPK1 Remote Ready/Sw...",1547.00,773.50,796.71
CXF36-S-RPK1-P,"Custom Embers Pan Burner kit for 36"" sets; Stainless Steel.  With installed RPK1 Remote Ready/Sw...",1547.00,773.50,796.71
CXF42-S-N,"Custom Embers Pan Burner kit for 36"" sets; Stainless Steel.  Match Lighted/Control Ready.  Natur...",1461.00,730.50,752.42
CXF42-S-P,"Custom Embers Pan Burner kit for 36"" sets; Stainless Steel.  Control Ready.  Propane. 39"" Front ...",1461.00,730.50,752.42
DF-CF15-HFG-N,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,482.00,241.00,248.23
DF-CF15-HFG-P,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,482.00,241.00,248.23
DF-CF15-HFG-RMC1E-N,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,1100.00,550.00,566.50
DF-CF15-HFG-RMC1E-P,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,1100.00,550.00,566.50
DF-CF15-HFG-RPK3-N,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,985.00,492.50,507.28
DF-CF15-HFG-RPK3-P,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,985.00,492.50,507.28
DF-CF15-HFG-RPK3E-N,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,947.00,473.50,487.71
DF-CF15-HFG-RPK3E-P,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,947.00,473.50,487.71
DF-CF15-HFG-S-N,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,1065.00,532.50,548.48
DF-CF15-HFG-S-P,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,1065.00,532.50,548.48
DF-CF15-HFG-SPK3E-N,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,744.00,372.00,383.16
DF-CF15-HFG-SPK3E-P,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,744.00,372.00,383.16
DF-CF15-HFG-SS-N,Double Face Custom Embers Pan Burner (Stainless Steel) for 15-inch Set Size See-thru Fireplaces ...,1322.00,661.00,680.83
DF-CF15-HFG-SS-P,Double Face Custom Embers Pan Burner (Stainless Steel) for 15-inch Set Size See-thru Fireplaces ...,1322.00,661.00,680.83
DF-CF15-HFG-Z15ME-N,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,830.00,415.00,427.45
DF-CF15-HFG-Z15ME-P,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,830.00,415.00,427.45
DF-CF15-HFG-Z15RE-N,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,1177.00,588.50,606.16
DF-CF15-HFG-Z15RE-P,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG12 Grat...,1177.00,588.50,606.16
DF-CF15-HFG-Z15SE-N,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG18 Grat...,1028.00,514.00,529.42
DF-CF15-HFG-Z15SE-P,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces with DF-SFG15 Grat...,1028.00,514.00,529.42
DF-CF15-N,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces.  Match Lighted/Co...,423.00,211.50,217.85
DF-CF15-P,Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces.  Control Ready.  ...,423.00,211.50,217.85
DF-CF15-SS-N,Double Face Custom Embers Pan Burner (Stainless Steel) for 15-inch Set Size See-thru Fireplaces....,953.00,476.50,490.80
DF-CF15-SS-P,Double Face Custom Embers Pan Burner(Stainless Steel) for 15-inch Set Size See-thru Fireplaces. ...,953.00,476.50,490.80
DF-CF15-SS-VEI-N,Stainless Steel - Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces;...,2429.00,1214.50,1250.94
DF-CF15-SS-VEI-P,Stainless Steel - Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces;...,2429.00,1214.50,1250.94
DF-CF15-VEI-N,"Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces; 1/2"" grate.  Natu...",1589.00,794.50,818.34
DF-CF15-VEI-P,"Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces; 1/2"" grate.  Prop...",1589.00,794.50,818.34
DF-CF15-VMV-N,"Double Face Custom Embers Pan Burner for 15"" sets for See-thru Fireplaces; 1/2"" grate.  Remote R...",1204.00,602.00,620.06
DF-CF15-VMV-P,"Double Face Custom Embers Pan Burner for 15"" sets for See-thru Fireplaces; 1/2"" grate.  Remote R...",1204.00,602.00,620.06
DF-CF15-VSP-N,"Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces; 1/2"" grate.  Natu...",969.00,484.50,499.04
DF-CF15-VSP-P,"Double Face Custom Embers Pan Burner for 15-inch Set Size See-thru Fireplaces; 1/2"" grate.  Prop...",969.00,484.50,499.04
DF-CF18-HFG-N,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,514.00,257.00,264.71
DF-CF18-HFG-P,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,514.00,257.00,264.71
DF-CF18-HFG-RMC1E-N,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,1130.00,565.00,581.95
DF-CF18-HFG-RMC1E-P,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,1130.00,565.00,581.95
DF-CF18-HFG-RPK3-N,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,1017.00,508.50,523.76
DF-CF18-HFG-RPK3-P,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,1017.00,508.50,523.76
DF-CF18-HFG-RPK3E-N,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,980.00,490.00,504.70
DF-CF18-HFG-RPK3E-P,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,980.00,490.00,504.70
DF-CF18-HFG-S-N,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,1097.00,548.50,564.96
DF-CF18-HFG-S-P,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,1097.00,548.50,564.96
DF-CF18-HFG-SPK3E-N,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,776.00,388.00,399.64
DF-CF18-HFG-SPK3E-P,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,776.00,388.00,399.64
DF-CF18-HFG-SS-N,Double Face Custom Embers Pan Burner (Stainless Steel) for 18-inch Set Size See-thru Fireplaces ...,1413.00,706.50,727.70
DF-CF18-HFG-SS-P,Double Face Custom Embers Pan Burner (Stainless Steel) for 18-inch Set Size See-thru Fireplaces ...,1413.00,706.50,727.70
DF-CF18-HFG-Z18ME-N,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,862.00,431.00,443.93
DF-CF18-HFG-Z18ME-P,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,862.00,431.00,443.93
DF-CF18-HFG-Z18RE-N,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,1207.00,603.50,621.61
DF-CF18-HFG-Z18RE-P,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,1207.00,603.50,621.61
DF-CF18-HFG-Z18SE-N,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,1060.00,530.00,545.90
DF-CF18-HFG-Z18SE-P,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces with DF-HFG18 Grat...,1060.00,530.00,545.90
DF-CF18-N,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces.  Match Lighted/Co...,434.00,217.00,223.51
DF-CF18-P,Double Face Custom Embers Pan Burner for 18-inch Set Size See-thru Fireplaces.  Control Ready.  ...,434.00,217.00,223.51
DF-CF18-SS-N,Double Face Custom Embers Pan Burner (Stainless Steel) for 18-inch Set Size See-thru Fireplaces....,980.00,490.00,504.70
DF-CF18-SS-P,Double Face Custom Embers Pan Burner (Stainless Steel) for 18-inch Set Size See-thru Fireplaces....,980.00,490.00,504.70
